property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
149,"г. Тура, ул. Энгельса, д. 5/1, 123972",Квартира,56.4,5,9,2021,99:44:243941:112,"[{""owner_id"": 41, ""share"": 0.62}, {""owner_id"": 178, ""share"": 0.23}, {""owner_id"": 227, ""share"": 0.15}]"
150,"г. Елец, наб. Тепличная, д. 3/9 стр. 17, 814415",Квартира,29.1,5,8,1979,16:22:533377:339,"[{""owner_id"": 123, ""share"": 1.0}]"
151,"г. Талдом, пер. Поселковый, д. 8, 718153",Коммерческое,196.0,2,14,2010,71:93:309144:775,"[{""owner_id"": 52, ""share"": 0.1}, {""owner_id"": 71, ""share"": 0.9}]"
152,"п. Сусуман, ш. 50 лет ВЛКСМ, д. 850, 815899",Коммерческое,61.8,1,6,2003,32:14:976822:407,"[{""owner_id"": 165, ""share"": 0.83}, {""owner_id"": 147, ""share"": 0.1}, {""owner_id"": 31, ""share"": 0.07}]"
153,"к. Москва, пр. Ивановский, д. 7, 661707",Квартира,73.7,5,4,1992,46:68:772464:557,"[{""owner_id"": 96, ""share"": 0.8}, {""owner_id"": 149, ""share"": 0.2}]"
154,"д. Стерлитамак, пр. Фрунзе, д. 5/1 стр. 531, 508004",Коммерческое,104.2,2,4,1992,30:68:779776:264,"[{""owner_id"": 69, ""share"": 1.0}]"
155,"к. Углегорск, ш. Блюхера, д. 68, 317235",Коммерческое,141.4,2,6,2001,64:75:443856:89,"[{""owner_id"": 8, ""share"": 0.73}, {""owner_id"": 173, ""share"": 0.27}]"
156,"с. Каргасок, бул. Пионерский, д. 263 стр. 1, 526356",Квартира,196.7,4,11,1981,10:43:502206:242,"[{""owner_id"": 49, ""share"": 1.0}]"
157,"п. Шатой, пер. Отрадный, д. 5/4, 606664",Дом,74.4,5,1,1983,93:56:826420:242,"[{""owner_id"": 137, ""share"": 1.0}]"
158,"к. Шатура, бул. Геологов, д. 472, 112712",Дом,75.2,4,22,2014,49:98:223119:655,"[{""owner_id"": 61, ""share"": 1.0}]"
159,"клх Красноуральск, бул. Розы Люксембург, д. 9 стр. 5, 116318",Квартира,101.9,5,12,2003,99:80:593699:776,"[{""owner_id"": 152, ""share"": 0.28}, {""owner_id"": 189, ""share"": 0.17}, {""owner_id"": 114, ""share"": 0.55}]"
160,"п. Томск, пр. Серафимовича, д. 113, 211369",Квартира,142.5,5,3,2017,67:77:837952:371,"[{""owner_id"": 112, ""share"": 1.0}]"
161,"клх Дно, пер. Дачный, д. 63 к. 390, 425730",Квартира,31.1,5,17,1975,83:78:257131:169,"[{""owner_id"": 289, ""share"": 1.0}]"
162,"п. Люберцы, ул. Хвойная, д. 63 стр. 1/8, 398482",Дом,40.9,2,23,2024,72:21:635167:457,"[{""owner_id"": 267, ""share"": 1.0}]"
163,"г. Вязьма, ул. Специалистов, д. 692 стр. 1, 130609",Дом,121.5,5,15,1989,12:60:366817:837,"[{""owner_id"": 233, ""share"": 0.51}, {""owner_id"": 68, ""share"": 0.49}]"
164,"ст. Хасавюрт, ш. Вольное, д. 298, 796496",Коммерческое,33.1,4,12,1958,79:17:172371:957,"[{""owner_id"": 112, ""share"": 1.0}]"
165,"клх Сусуман, наб. Мелиораторов, д. 8/3 стр. 9/6, 242642",Дом,52.4,2,25,2003,57:58:570325:891,"[{""owner_id"": 147, ""share"": 1.0}]"
166,"с. Малгобек, ул. Высоцкого, д. 9/4, 253666",Коммерческое,43.9,3,4,1972,78:60:654531:131,"[{""owner_id"": 194, ""share"": 0.65}, {""owner_id"": 193, ""share"": 0.2}, {""owner_id"": 42, ""share"": 0.15}]"
167,"с. Осташков, наб. Энтузиастов, д. 7 к. 48, 339395",Дом,103.3,5,14,2018,58:39:359535:472,"[{""owner_id"": 115, ""share"": 0.7}, {""owner_id"": 2, ""share"": 0.3}]"
168,"к. Меренга, пр. Малый, д. 2/9, 496033",Квартира,188.7,1,2,2003,88:12:352356:212,"[{""owner_id"": 142, ""share"": 1.0}]"
169,"клх Оренбург, пр. Осенний, д. 1/4 стр. 3/5, 693265",Дом,127.6,1,8,1955,61:66:345722:553,"[{""owner_id"": 18, ""share"": 1.0}]"
170,"ст. Гудермес, наб. Парковая, д. 111 к. 205, 532341",Квартира,110.7,3,8,2023,50:83:726962:792,"[{""owner_id"": 29, ""share"": 1.0}]"
171,"д. Северо-Курильск, наб. Ягодная, д. 5 к. 382, 618962",Квартира,74.3,2,22,2016,38:62:415098:282,"[{""owner_id"": 165, ""share"": 1.0}]"
172,"клх Красная Поляна, бул. Братский, д. 2/1, 676720",Коммерческое,142.2,5,16,1956,54:92:803953:391,"[{""owner_id"": 90, ""share"": 1.0}]"
173,"д. Холмск, пр. Южный, д. 6/6, 512294",Дом,87.8,5,16,1980,38:48:999197:725,"[{""owner_id"": 164, ""share"": 0.43}, {""owner_id"": 214, ""share"": 0.57}]"
174,"г. Каменск-Шахтинский, наб. Гагарина, д. 859 стр. 799, 543848",Квартира,121.2,4,18,2017,27:59:354655:262,"[{""owner_id"": 238, ""share"": 1.0}]"
175,"к. Завьялиха, бул. Волочаевский, д. 5, 650471",Дом,172.5,1,18,1974,16:44:495489:690,"[{""owner_id"": 41, ""share"": 1.0}]"
176,"п. Якутск, бул. Степной, д. 7, 766046",Квартира,53.9,5,24,2021,37:71:319036:891,"[{""owner_id"": 21, ""share"": 1.0}]"
177,"ст. Тобольск, пр. Володарского, д. 55 к. 57, 171581",Квартира,154.4,4,8,1976,60:40:678897:330,"[{""owner_id"": 156, ""share"": 0.85}, {""owner_id"": 8, ""share"": 0.05}, {""owner_id"": 109, ""share"": 0.1}]"
178,"ст. Воткинск, ул. Тепличная, д. 2, 931100",Дом,75.5,3,17,2013,69:22:941814:740,"[{""owner_id"": 195, ""share"": 0.53}, {""owner_id"": 239, ""share"": 0.47}]"
179,"п. Череповец, ш. Бажова, д. 2 стр. 402, 211063",Квартира,86.7,4,2,2022,38:28:117007:268,"[{""owner_id"": 164, ""share"": 1.0}]"
180,"клх Валаам, наб. Тупиковая, д. 4/8 к. 57, 728012",Коммерческое,149.6,3,5,1975,52:39:498290:584,"[{""owner_id"": 300, ""share"": 1.0}]"
181,"п. Уренгой, алл. Волжская, д. 632 стр. 72, 968436",Коммерческое,80.8,4,24,2012,68:31:868367:815,"[{""owner_id"": 256, ""share"": 0.62}, {""owner_id"": 282, ""share"": 0.38}]"
182,"клх Комсомольск-на-Амуре, ул. Ударная, д. 3 стр. 801, 096170",Коммерческое,118.4,2,18,1957,77:14:979827:868,"[{""owner_id"": 72, ""share"": 1.0}]"
183,"д. Новый Оскол, бул. Песчаный, д. 6 стр. 6/8, 747583",Квартира,94.2,2,3,1969,11:37:630299:467,"[{""owner_id"": 25, ""share"": 1.0}]"
184,"г. Новая Игирма, пр. Кочубея, д. 7 к. 8/8, 266025",Коммерческое,107.8,1,18,2020,62:11:117538:543,"[{""owner_id"": 248, ""share"": 1.0}]"
185,"с. Норильск, пр. Коллективный, д. 39, 106724",Коммерческое,141.3,2,4,1962,77:29:352674:197,"[{""owner_id"": 275, ""share"": 0.11}, {""owner_id"": 147, ""share"": 0.89}]"
186,"г. Талдом, алл. Лермонтова, д. 4 к. 87, 627051",Дом,68.1,4,3,1997,61:68:692447:250,"[{""owner_id"": 130, ""share"": 1.0}]"
187,"клх Сосновый Бор, наб. Малая, д. 88 стр. 86, 425496",Квартира,36.8,4,13,2020,70:17:767678:10,"[{""owner_id"": 116, ""share"": 0.62}, {""owner_id"": 154, ""share"": 0.25}, {""owner_id"": 42, ""share"": 0.13}]"
188,"д. Лесной (Сверд.), бул. Королева, д. 85 к. 607, 335357",Коммерческое,161.2,5,4,2017,15:39:321686:923,"[{""owner_id"": 43, ""share"": 0.78}, {""owner_id"": 256, ""share"": 0.22}]"
189,"д. Надым, алл. Полярная, д. 4 стр. 83, 058162",Квартира,143.2,3,18,2022,94:14:288066:952,"[{""owner_id"": 291, ""share"": 0.32}, {""owner_id"": 244, ""share"": 0.68}]"
190,"д. Сусуман, пер. Физкультурный, д. 476 к. 3, 073305",Коммерческое,167.8,1,10,1970,82:40:694223:855,"[{""owner_id"": 9, ""share"": 0.57}, {""owner_id"": 107, ""share"": 0.43}]"
191,"д. Домбай, наб. Водников, д. 9 к. 23, 038843",Коммерческое,45.2,1,17,1994,16:22:558320:238,"[{""owner_id"": 277, ""share"": 0.41}, {""owner_id"": 170, ""share"": 0.59}]"
192,"клх Александров Гай, наб. Логовая, д. 14 к. 661, 276829",Дом,25.3,3,15,2012,39:55:679902:964,"[{""owner_id"": 175, ""share"": 0.88}, {""owner_id"": 204, ""share"": 0.12}]"
193,"г. Кызыл, наб. Ивановская, д. 5/3 к. 15, 058752",Коммерческое,125.5,4,3,1987,41:19:186023:275,"[{""owner_id"": 96, ""share"": 1.0}]"
194,"д. Ардон, пр. Шевченко, д. 3/6 стр. 145, 271122",Коммерческое,90.1,3,4,1961,10:49:566339:369,"[{""owner_id"": 79, ""share"": 1.0}]"
195,"клх Кисловодск, ш. Терешковой, д. 6, 651768",Дом,100.8,5,17,2002,23:13:193972:363,"[{""owner_id"": 53, ""share"": 0.17}, {""owner_id"": 68, ""share"": 0.83}]"
196,"клх Пенза, алл. Родниковая, д. 37 стр. 443, 800370",Дом,22.2,4,13,1960,81:41:699743:534,"[{""owner_id"": 167, ""share"": 1.0}]"
197,"ст. Кировск (Мурм.), ш. Болотное, д. 6, 608470",Квартира,45.0,3,9,2013,28:18:275329:446,"[{""owner_id"": 195, ""share"": 1.0}]"
198,"г. Камышлов, ул. Снежная, д. 89 стр. 651, 632809",Дом,160.9,3,9,1981,90:73:722651:632,"[{""owner_id"": 154, ""share"": 1.0}]"
199,"д. Озеры, пр. Большой, д. 59 стр. 4, 461470",Квартира,74.8,4,11,1998,52:66:450996:441,"[{""owner_id"": 55, ""share"": 1.0}]"
200,"п. Кабанск, ул. Красина, д. 533, 945703",Коммерческое,56.2,3,6,2000,50:47:870571:712,"[{""owner_id"": 70, ""share"": 0.36}, {""owner_id"": 154, ""share"": 0.64}]"
201,"д. Апшеронск, ул. Полтавская, д. 45 к. 7/6, 692778",Квартира,78.7,3,13,1996,24:82:309505:607,"[{""owner_id"": 295, ""share"": 1.0}]"
202,"г. Югорск, ул. Совхозная, д. 104, 769210",Коммерческое,57.7,3,23,1958,62:96:623557:143,"[{""owner_id"": 93, ""share"": 0.86}, {""owner_id"": 282, ""share"": 0.07}, {""owner_id"": 14, ""share"": 0.07}]"
203,"клх Калевала, бул. Жуковского, д. 146 к. 1, 424731",Дом,138.6,4,13,1959,67:86:602514:597,"[{""owner_id"": 124, ""share"": 1.0}]"
204,"п. Алексин, ул. Белорусская, д. 9/5, 097123",Коммерческое,95.3,1,12,2018,86:91:189110:112,"[{""owner_id"": 260, ""share"": 1.0}]"
205,"клх Октябрьское (Хант.), ул. Машиностроителей, д. 8/7, 090144",Квартира,121.4,4,25,1992,65:23:111060:101,"[{""owner_id"": 182, ""share"": 0.62}, {""owner_id"": 86, ""share"": 0.38}]"
206,"ст. Курганинск, бул. Городской, д. 83, 096873",Коммерческое,113.4,5,23,2023,38:67:492292:401,"[{""owner_id"": 262, ""share"": 1.0}]"
207,"к. Верхний Тагил, наб. Иванова, д. 9/3 стр. 6, 556296",Квартира,82.1,1,16,1963,47:63:190025:119,"[{""owner_id"": 257, ""share"": 1.0}]"
208,"к. Лянтор, ш. Культуры, д. 6/7, 942557",Дом,161.2,5,16,1994,70:22:559450:740,"[{""owner_id"": 73, ""share"": 0.35}, {""owner_id"": 179, ""share"": 0.65}]"
209,"г. Нерчинск, ш. Безымянное, д. 9 стр. 39, 616188",Квартира,74.0,1,1,1993,92:23:810032:820,"[{""owner_id"": 164, ""share"": 1.0}]"
210,"д. Адлер, пер. Тракторный, д. 85 к. 955, 863956",Коммерческое,51.4,2,11,2021,64:69:343118:817,"[{""owner_id"": 125, ""share"": 1.0}]"
211,"клх Серафимович, ш. Енисейское, д. 881, 143643",Квартира,135.3,4,13,1953,88:35:571413:607,"[{""owner_id"": 95, ""share"": 1.0}]"
212,"г. Амурск, наб. Киевская, д. 22, 471656",Коммерческое,58.7,3,25,1958,83:23:938338:893,"[{""owner_id"": 3, ""share"": 1.0}]"
213,"к. Осташков, алл. Свободы, д. 8/1 к. 1/8, 504768",Дом,55.5,1,9,2012,77:91:428628:612,"[{""owner_id"": 188, ""share"": 1.0}]"
214,"клх Черусти, наб. Папанина, д. 860 стр. 974, 131765",Коммерческое,40.6,3,15,1972,96:48:744333:605,"[{""owner_id"": 201, ""share"": 1.0}]"
215,"г. Мостовской, пер. Микрорайон, д. 79 к. 102, 182749",Дом,41.2,3,4,1973,57:98:248225:524,"[{""owner_id"": 69, ""share"": 1.0}]"
216,"к. Черняховск, бул. Папанина, д. 57, 049561",Коммерческое,89.1,2,16,2018,98:92:281649:569,"[{""owner_id"": 71, ""share"": 1.0}]"
217,"п. Старая Русса, алл. Садовая, д. 3/7 к. 442, 973711",Квартира,53.7,4,20,1956,55:11:608149:140,"[{""owner_id"": 148, ""share"": 1.0}]"
218,"п. Шенкурск, ул. Бабушкина, д. 6/7 стр. 985, 670468",Коммерческое,111.0,4,14,2012,63:66:612438:172,"[{""owner_id"": 197, ""share"": 1.0}]"
219,"г. Верхний Баскунчак, бул. Фурманова, д. 7/9 к. 22, 219237",Квартира,72.6,3,8,2018,46:31:918665:469,"[{""owner_id"": 16, ""share"": 1.0}]"
220,"с. Бомнак, алл. Красных Партизан, д. 480 стр. 52, 605080",Коммерческое,111.9,5,4,1984,79:56:668373:843,"[{""owner_id"": 254, ""share"": 1.0}]"
221,"д. Тутаев, наб. Болотная, д. 4, 337773",Дом,38.4,2,10,1954,67:43:465509:883,"[{""owner_id"": 226, ""share"": 0.27}, {""owner_id"": 280, ""share"": 0.73}]"
222,"с. Усть-Калманка, бул. Кирпичный, д. 92 стр. 81, 923653",Квартира,57.8,5,23,1994,88:90:548965:170,"[{""owner_id"": 225, ""share"": 0.72}, {""owner_id"": 61, ""share"": 0.28}]"
223,"г. Рыльск, ш. Ломоносова, д. 1/4, 679327",Квартира,165.0,5,12,2018,45:86:664939:173,"[{""owner_id"": 106, ""share"": 1.0}]"
224,"п. Шатой, наб. Машиностроителей, д. 169 стр. 2/9, 205464",Дом,123.1,5,22,1962,27:62:162165:284,"[{""owner_id"": 150, ""share"": 1.0}]"
225,"к. Тюмень, наб. Свердлова, д. 9/8 стр. 9/3, 517588",Коммерческое,78.0,2,25,2000,72:28:705474:648,"[{""owner_id"": 65, ""share"": 0.3}, {""owner_id"": 68, ""share"": 0.7}]"
226,"клх Курильск, ш. Рязанское, д. 65 к. 49, 435864",Дом,101.4,1,13,2015,45:98:486999:466,"[{""owner_id"": 213, ""share"": 1.0}]"
227,"клх Калач, ш. Кленовое, д. 4 стр. 9, 379821",Квартира,151.6,4,21,1995,18:78:517035:224,"[{""owner_id"": 168, ""share"": 0.8}, {""owner_id"": 298, ""share"": 0.1}, {""owner_id"": 2, ""share"": 0.1}]"
228,"п. Шатки, ш. Энтузиастов, д. 67 стр. 86, 978524",Коммерческое,124.0,5,16,1993,97:16:148174:102,"[{""owner_id"": 109, ""share"": 0.36}, {""owner_id"": 254, ""share"": 0.22}, {""owner_id"": 138, ""share"": 0.42}]"
229,"г. Октябрьский (Башк.), пр. Школьный, д. 834 стр. 9/5, 340679",Квартира,42.4,2,15,2008,10:64:312146:706,"[{""owner_id"": 236, ""share"": 1.0}]"
230,"с. Оса, ул. Казачья, д. 61 к. 501, 884216",Квартира,86.9,2,2,2000,90:49:861253:717,"[{""owner_id"": 155, ""share"": 0.17}, {""owner_id"": 82, ""share"": 0.33}, {""owner_id"": 141, ""share"": 0.5}]"
231,"клх Хасавюрт, ул. Боровая, д. 5, 633399",Квартира,58.4,1,5,1978,76:97:566686:10,"[{""owner_id"": 220, ""share"": 0.66}, {""owner_id"": 47, ""share"": 0.34}]"
232,"ст. Ковров, ул. Крупской, д. 72, 890219",Квартира,197.9,4,23,1966,71:19:340068:393,"[{""owner_id"": 176, ""share"": 1.0}]"
233,"г. Владивосток, ш. Плеханова, д. 83, 234103",Квартира,76.4,3,5,1998,27:92:810029:147,"[{""owner_id"": 53, ""share"": 1.0}]"
234,"д. Шатура, пр. Горняцкий, д. 21 к. 8/8, 696084",Квартира,129.9,2,15,1994,37:90:884616:156,"[{""owner_id"": 289, ""share"": 1.0}]"
235,"с. Троицко-Печорск, наб. Колхозная, д. 9/7 к. 4/6, 196263",Квартира,126.1,4,12,2004,50:27:359822:284,"[{""owner_id"": 227, ""share"": 0.82}, {""owner_id"": 112, ""share"": 0.1}, {""owner_id"": 45, ""share"": 0.08}]"
236,"к. Пинега, алл. Ленина, д. 86 к. 293, 069556",Коммерческое,128.2,5,10,1953,94:48:315425:531,"[{""owner_id"": 128, ""share"": 1.0}]"
237,"с. Светлогорск (Калин.), ул. Николаева, д. 6 к. 64, 722398",Коммерческое,90.5,1,8,2013,59:24:352792:512,"[{""owner_id"": 97, ""share"": 1.0}]"
238,"с. Ноглики, ш. Курганное, д. 921, 418472",Коммерческое,180.0,1,12,1990,26:59:979727:583,"[{""owner_id"": 37, ""share"": 1.0}]"
239,"ст. Салехард, ш. Производственное, д. 56 к. 28, 190924",Коммерческое,51.1,4,25,1959,12:85:170813:15,"[{""owner_id"": 280, ""share"": 1.0}]"
240,"п. Клин, ш. Привольное, д. 511, 817852",Квартира,190.8,4,17,1986,90:74:904373:426,"[{""owner_id"": 21, ""share"": 1.0}]"
241,"п. Алапаевск, ш. Ярославское, д. 9 к. 188, 220722",Квартира,135.3,5,20,1969,45:20:424960:81,"[{""owner_id"": 206, ""share"": 1.0}]"
242,"д. Лабытнанги, алл. Смирнова, д. 41 к. 19, 620478",Квартира,116.6,4,19,1958,49:99:558737:748,"[{""owner_id"": 105, ""share"": 1.0}]"
243,"д. Урай, пр. Ульянова, д. 7 стр. 9, 287203",Дом,130.2,1,10,1972,25:11:842287:141,"[{""owner_id"": 123, ""share"": 0.17}, {""owner_id"": 30, ""share"": 0.37}, {""owner_id"": 126, ""share"": 0.46}]"
244,"ст. Макушино, пер. Коммуны, д. 7/5, 057303",Коммерческое,113.1,3,6,1997,26:44:868538:908,"[{""owner_id"": 84, ""share"": 0.86}, {""owner_id"": 255, ""share"": 0.14}]"
245,"с. Чита, алл. Дружбы, д. 4/3 стр. 537, 677537",Дом,165.3,3,17,1958,43:83:758015:79,"[{""owner_id"": 16, ""share"": 1.0}]"
246,"г. Кострома, бул. Сельский, д. 6, 576619",Дом,30.0,5,6,1997,30:42:910894:106,"[{""owner_id"": 262, ""share"": 1.0}]"
247,"ст. Тобольск, пр. Дорожный, д. 2/6 стр. 4, 820128",Квартира,27.9,1,8,1955,70:56:501583:943,"[{""owner_id"": 60, ""share"": 0.69}, {""owner_id"": 117, ""share"": 0.31}]"
248,"г. Тимашевск, бул. Попова, д. 676, 595450",Коммерческое,164.6,4,8,1991,41:63:855276:328,"[{""owner_id"": 19, ""share"": 1.0}]"
